session_id,timestamp,user_id,surface,device,country,position,item_id,artist_id,style,price,margin,freshness,availability,logging_policy_score,popularity_score_pre,affinity_score,examined,clicked,dwell_seconds,saved,add_to_cart,purchased_immediate,not_interested,not_interested_reason
session_000035,2026-01-01 08:04:00,user_0056,home_feed,ios,GB,16,item_0159,artist_000,surrealism,89.04,36.56,0.4046,1,0.1,0.1742,1.1052,1,1,5,0,0,0,0,none
session_000036,2026-01-01 18:06:00,user_0056,home_feed,ios,GB,3,item_0153,artist_013,contemporary,331.05,187.49,0.4328,1,0.5536,0.0466,1.3345,1,1,22,0,0,0,0,none
session_000036,2026-01-01 18:06:00,user_0056,home_feed,ios,GB,8,item_0006,artist_006,surrealism,230.86,96.83,0.5606,1,0.2251,0.0946,1.177,1,1,18,0,0,0,0,none
session_000037,2026-01-01 18:35:00,user_0057,home_feed,web,US,9,item_0153,artist_013,contemporary,331.05,187.49,0.4328,1,0.188,0.0716,1.365,1,1,34,0,0,0,0,none
session_000037,2026-01-01 18:35:00,user_0057,home_feed,web,US,16,item_0114,artist_011,minimalist,118.55,68.64,0.5712,1,0.1,0.0749,0.9377,1,1,16,0,0,0,0,none
session_000038,2026-01-01 22:53:00,user_0058,search_browse,ios,GB,10,item_0051,artist_028,surrealism,352.89,153.61,0.6109,1,0.157,0.1345,1.2287,1,1,8,0,0,0,0,none
session_000038,2026-01-01 22:53:00,user_0058,search_browse,ios,GB,19,item_0024,artist_024,contemporary,368.68,176.64,0.927,1,0.1,0.0372,0.9218,1,1,18,1,0,0,0,none
session_000039,2026-01-01 12:36:00,user_0059,search_browse,web,NL,0,item_0059,artist_002,surrealism,215.76,86.48,0.4844,1,0.95,0.2122,2.3349,1,1,15,1,0,0,0,none
session_000039,2026-01-01 12:36:00,user_0059,search_browse,web,NL,2,item_0061,artist_015,landscape,215.55,124.82,0.9288,1,0.6628,0.1677,2.1826,1,1,20,0,0,0,0,none
session_000040,2026-01-01 22:41:00,user_0061,home_feed,ios,GB,1,item_0152,artist_003,portrait,857.13,304.95,0.7898,1,0.7935,0.0846,1.6126,1,1,36,1,1,1,0,none
session_000041,2026-01-01 20:08:00,user_0064,search_browse,android,FR,2,item_0030,artist_030,surrealism,129.48,41.29,0.7296,1,0.6628,0.1046,1.6595,1,0,0,0,0,0,1,poor_match
session_000041,2026-01-01 20:08:00,user_0064,search_browse,android,FR,3,item_0059,artist_002,surrealism,215.76,86.48,0.4844,1,0.5536,0.2233,1.4336,1,1,15,0,0,0,0,none
session_000041,2026-01-01 20:08:00,user_0064,search_browse,android,FR,4,item_0006,artist_006,surrealism,230.86,96.83,0.5606,1,0.4624,0.1053,1.4548,1,1,35,1,0,0,0,none
session_000041,2026-01-01 20:08:00,user_0064,search_browse,android,FR,8,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.2251,0.0713,1.1775,1,0,0,0,0,0,1,poor_match
session_000041,2026-01-01 20:08:00,user_0064,search_browse,android,FR,19,item_0041,artist_031,landscape,71.04,24.7,0.4884,1,0.1,0.0285,0.615,1,0,0,0,0,0,1,poor_match
session_000042,2026-01-01 22:18:00,user_0064,email_push,ios,FR,6,item_0135,artist_030,surrealism,65.32,29.67,0.6379,1,0.3226,0.1367,1.0614,1,1,12,0,0,0,0,none
session_000042,2026-01-01 22:18:00,user_0064,email_push,ios,FR,8,item_0073,artist_005,portrait,172.12,77.63,0.2548,1,0.2251,0.0533,1.1346,1,1,29,0,0,0,0,none
session_000043,2026-01-01 12:48:00,user_0064,home_feed,android,FR,1,item_0129,artist_003,abstract,45.49,17.88,0.7025,1,0.7935,0.0643,1.4367,1,1,13,1,0,0,0,none
session_000043,2026-01-01 12:48:00,user_0064,home_feed,android,FR,3,item_0059,artist_002,surrealism,215.76,86.48,0.4844,1,0.5536,0.2324,1.1596,1,0,0,0,0,0,1,already_seen
session_000043,2026-01-01 12:48:00,user_0064,home_feed,android,FR,4,item_0006,artist_006,surrealism,230.86,96.83,0.5606,1,0.4624,0.1147,1.1807,1,1,13,1,0,0,0,none
session_000043,2026-01-01 12:48:00,user_0064,home_feed,android,FR,8,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.2251,0.0698,0.9034,1,1,3,1,0,0,0,none
session_000044,2026-01-01 22:36:00,user_0065,home_feed,android,US,2,item_0037,artist_037,modern,168.17,43.54,0.2291,1,0.6628,0.1476,1.5878,1,1,22,0,0,0,0,none
session_000045,2026-01-01 08:27:00,user_0066,home_feed,web,NL,0,item_0157,artist_008,surrealism,94.3,37.32,0.4411,1,0.95,0.25,2.5023,1,1,64,0,0,0,0,none
session_000045,2026-01-01 08:27:00,user_0066,home_feed,web,NL,13,item_0011,artist_011,landscape,252.69,72.87,0.7491,1,0.1,0.0788,1.1761,1,1,57,0,0,0,0,none
session_000045,2026-01-01 08:27:00,user_0066,home_feed,web,NL,14,item_0124,artist_003,landscape,191.13,61.41,0.3406,1,0.1,0.093,1.2221,1,1,18,0,1,1,0,none
session_000045,2026-01-01 08:27:00,user_0066,home_feed,web,NL,18,item_0144,artist_001,landscape,148.28,46.21,0.5756,1,0.1,0.0404,1.0835,1,1,30,1,1,0,0,none
session_000046,2026-01-01 18:41:00,user_0067,home_feed,web,US,5,item_0159,artist_000,surrealism,89.04,36.56,0.4046,1,0.3862,0.197,1.1603,1,1,6,0,0,0,0,none
session_000046,2026-01-01 18:41:00,user_0067,home_feed,web,US,17,item_0000,artist_000,contemporary,151.12,41.02,0.2145,1,0.1,0.0824,0.6814,1,1,15,1,0,0,0,none
session_000047,2026-01-01 12:35:00,user_0068,home_feed,ios,US,0,item_0024,artist_024,contemporary,368.68,176.64,0.927,1,0.95,0.0503,2.116,1,1,11,1,1,0,0,none
session_000048,2026-01-01 22:36:00,user_0068,similar_item,android,US,2,item_0115,artist_007,minimalist,291.43,147.21,0.3868,1,0.6628,0.1263,1.5085,1,1,89,0,0,0,0,none
session_000048,2026-01-01 22:36:00,user_0068,similar_item,android,US,5,item_0051,artist_028,surrealism,352.89,153.61,0.6109,1,0.3862,0.1524,1.4311,1,1,22,1,0,0,0,none
session_000048,2026-01-01 22:36:00,user_0068,similar_item,android,US,13,item_0061,artist_015,landscape,215.55,124.82,0.9288,1,0.1,0.1818,1.1759,1,1,6,1,0,0,0,none
session_000049,2026-01-01 20:32:00,user_0068,home_feed,ios,US,2,item_0115,artist_007,minimalist,291.43,147.21,0.3868,1,0.6628,0.142,1.4043,1,1,31,0,0,0,0,none
session_000049,2026-01-01 20:32:00,user_0068,home_feed,ios,US,6,item_0113,artist_033,minimalist,333.79,183.21,0.2839,1,0.3226,0.1317,1.3747,1,1,25,0,0,0,0,none
session_000049,2026-01-01 20:32:00,user_0068,home_feed,ios,US,8,item_0134,artist_015,minimalist,374.79,172.83,0.4434,1,0.2251,0.1817,1.263,1,1,13,1,0,0,0,none
session_000051,2026-01-01 12:07:00,user_0073,home_feed,android,GB,6,item_0060,artist_030,surrealism,263.27,90.01,0.3201,1,0.3226,0.269,1.0927,1,1,22,0,0,0,0,none
session_000052,2026-01-01 18:12:00,user_0074,home_feed,android,FR,0,item_0133,artist_022,landscape,307.46,140.25,0.3773,1,0.95,0.2376,1.977,1,1,8,0,0,0,0,none
session_000052,2026-01-01 18:12:00,user_0074,home_feed,android,FR,2,item_0157,artist_008,surrealism,94.3,37.32,0.4411,1,0.6628,0.2594,1.8103,1,1,7,0,0,0,0,none
session_000052,2026-01-01 18:12:00,user_0074,home_feed,android,FR,4,item_0102,artist_021,landscape,242.79,65.44,0.6484,1,0.4624,0.0628,1.79,1,1,13,0,0,0,0,none
session_000052,2026-01-01 18:12:00,user_0074,home_feed,android,FR,6,item_0061,artist_015,landscape,215.55,124.82,0.9288,1,0.3226,0.1926,1.6498,1,1,14,0,0,0,0,none
session_000052,2026-01-01 18:12:00,user_0074,home_feed,android,FR,8,item_0018,artist_018,landscape,470.1,202.0,0.6478,1,0.2251,0.1433,1.5313,1,1,9,1,1,0,0,none
session_000052,2026-01-01 18:12:00,user_0074,home_feed,android,FR,15,item_0071,artist_024,minimalist,272.55,96.36,0.6565,1,0.1,0.0566,1.427,1,1,21,0,0,0,0,none
session_000052,2026-01-01 18:12:00,user_0074,home_feed,android,FR,16,item_0054,artist_026,landscape,97.19,27.94,0.6326,1,0.1,0.1549,1.3631,1,1,9,0,0,0,0,none
session_000053,2026-01-01 12:12:00,user_0075,search_browse,web,GB,2,item_0142,artist_033,contemporary,138.32,34.32,0.8186,1,0.6628,0.1152,1.5584,1,1,19,0,0,0,0,none
session_000053,2026-01-01 12:12:00,user_0075,search_browse,web,GB,10,item_0083,artist_033,landscape,196.68,69.91,0.1798,1,0.157,0.1405,1.2711,1,1,27,0,0,0,0,none
session_000053,2026-01-01 12:12:00,user_0075,search_browse,web,GB,18,item_0055,artist_038,modern,206.01,97.96,0.3954,1,0.1,0.106,1.1481,1,1,2,0,0,0,0,none
session_000054,2026-01-01 12:11:00,user_0079,home_feed,android,DE,8,item_0147,artist_007,contemporary,355.5,181.81,0.5278,1,0.2251,0.0469,1.413,1,1,16,1,0,0,0,none
session_000054,2026-01-01 12:11:00,user_0079,home_feed,android,DE,10,item_0108,artist_017,contemporary,627.58,318.66,0.4065,1,0.157,0.0703,1.2256,1,1,4,0,0,0,0,none
session_000055,2026-01-02 12:46:00,user_0000,similar_item,ios,US,4,item_0124,artist_003,landscape,191.13,61.41,0.3406,1,0.4624,0.1155,1.6698,1,1,17,1,0,0,0,none
session_000056,2026-01-02 18:21:00,user_0000,search_browse,ios,US,4,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.4624,0.071,1.5704,1,1,15,1,0,0,0,none
session_000056,2026-01-02 18:21:00,user_0000,search_browse,ios,US,12,item_0097,artist_004,contemporary,106.77,55.95,0.6033,1,0.1096,0.0257,1.3602,1,1,13,1,0,0,0,none
session_000057,2026-01-02 20:25:00,user_0001,home_feed,ios,NL,1,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.7935,0.0769,1.8059,1,1,29,0,0,0,0,none
session_000057,2026-01-02 20:25:00,user_0001,home_feed,ios,NL,6,item_0035,artist_035,surrealism,53.02,27.6,0.7974,1,0.3226,0.1574,1.05,1,0,0,0,0,0,1,poor_match
session_000058,2026-01-02 12:21:00,user_0002,similar_item,ios,GB,3,item_0037,artist_037,modern,168.17,43.54,0.2291,1,0.5536,0.1576,1.023,1,1,27,1,0,0,0,none
session_000058,2026-01-02 12:21:00,user_0002,similar_item,ios,GB,7,item_0090,artist_031,modern,31.63,15.55,0.4198,1,0.2695,0.1974,0.7671,1,1,15,1,0,0,0,none
session_000060,2026-01-02 20:23:00,user_0004,home_feed,ios,GB,3,item_0120,artist_034,minimalist,220.09,99.28,0.4243,1,0.5536,0.096,1.5759,1,1,21,0,0,0,0,none
session_000060,2026-01-02 20:23:00,user_0004,home_feed,ios,GB,4,item_0094,artist_018,surrealism,232.27,85.28,0.5147,1,0.4624,0.1647,1.4472,1,1,22,0,0,0,0,none
session_000061,2026-01-02 12:28:00,user_0006,search_browse,android,GB,0,item_0144,artist_001,landscape,148.28,46.21,0.5756,1,0.95,0.0503,2.0182,1,1,91,0,0,0,0,none
session_000061,2026-01-02 12:28:00,user_0006,search_browse,android,GB,4,item_0022,artist_022,landscape,478.21,270.91,0.2164,1,0.4624,0.1528,1.396,1,1,19,0,0,0,0,none
session_000061,2026-01-02 12:28:00,user_0006,search_browse,android,GB,13,item_0039,artist_039,portrait,179.43,80.53,0.6155,1,0.1,0.181,1.0319,1,1,9,0,0,0,0,none
session_000062,2026-01-02 18:53:00,user_0007,search_browse,web,FR,1,item_0066,artist_014,abstract,173.4,76.9,0.5978,1,0.7935,0.0957,1.7654,1,1,25,1,0,0,0,none
session_000062,2026-01-02 18:53:00,user_0007,search_browse,web,FR,16,item_0059,artist_002,surrealism,215.76,86.48,0.4844,1,0.1,0.2217,1.0415,1,1,27,0,0,0,0,none
session_000063,2026-01-02 18:01:00,user_0011,home_feed,ios,DE,0,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.95,0.0817,1.8613,1,1,13,1,0,0,0,none
session_000064,2026-01-02 18:11:00,user_0011,search_browse,android,DE,4,item_0037,artist_037,modern,168.17,43.54,0.2291,1,0.4624,0.165,1.2632,1,1,20,0,0,0,0,none
session_000064,2026-01-02 18:11:00,user_0011,search_browse,android,DE,6,item_0047,artist_035,modern,228.43,100.12,0.5179,1,0.3226,0.0303,1.0537,1,1,7,1,0,0,0,none
session_000064,2026-01-02 18:11:00,user_0011,search_browse,android,DE,7,item_0049,artist_002,abstract,132.12,42.77,0.2859,1,0.2695,0.224,0.9417,1,1,25,0,0,0,0,none
session_000064,2026-01-02 18:11:00,user_0011,search_browse,android,DE,18,item_0151,artist_003,contemporary,122.28,45.07,0.2958,1,0.1,0.0867,0.7131,1,1,7,0,0,0,0,none
session_000065,2026-01-02 18:22:00,user_0012,home_feed,web,DE,1,item_0137,artist_029,abstract,90.05,36.81,0.452,1,0.7935,0.1362,2.0278,1,1,62,0,1,0,0,none
session_000065,2026-01-02 18:22:00,user_0012,home_feed,web,DE,6,item_0061,artist_015,landscape,215.55,124.82,0.9288,1,0.3226,0.1939,1.4786,1,1,16,0,0,0,0,none
session_000066,2026-01-02 18:55:00,user_0013,search_browse,android,US,8,item_0002,artist_002,surrealism,200.56,98.34,0.8887,1,0.2251,0.0348,1.3044,1,1,9,1,0,0,0,none
session_000067,2026-01-02 12:54:00,user_0014,home_feed,ios,NL,2,item_0035,artist_035,surrealism,53.02,27.6,0.7974,1,0.6628,0.1555,1.5885,1,1,18,0,0,0,0,none
session_000067,2026-01-02 12:54:00,user_0014,home_feed,ios,NL,5,item_0090,artist_031,modern,31.63,15.55,0.4198,1,0.3862,0.2058,1.0727,1,1,17,0,0,0,0,none
session_000068,2026-01-02 20:11:00,user_0015,similar_item,ios,GB,0,item_0059,artist_002,surrealism,215.76,86.48,0.4844,1,0.95,0.2268,1.77,1,1,51,0,0,0,0,none
session_000068,2026-01-02 20:11:00,user_0015,similar_item,ios,GB,8,item_0012,artist_012,abstract,347.35,196.56,0.3826,1,0.2251,0.1382,1.2469,1,1,30,1,1,0,0,none
session_000068,2026-01-02 20:11:00,user_0015,similar_item,ios,GB,15,item_0115,artist_007,minimalist,291.43,147.21,0.3868,1,0.1,0.1501,1.0725,1,1,8,0,0,0,0,none
session_000069,2026-01-02 22:11:00,user_0016,search_browse,web,NL,16,item_0054,artist_026,landscape,97.19,27.94,0.6326,1,0.1,0.1619,0.6961,1,1,28,0,0,0,0,none
session_000069,2026-01-02 22:11:00,user_0016,search_browse,web,NL,17,item_0129,artist_003,abstract,45.49,17.88,0.7025,1,0.1,0.0599,0.6418,1,1,2,1,1,0,0,none
session_000070,2026-01-02 22:05:00,user_0018,home_feed,ios,US,5,item_0137,artist_029,abstract,90.05,36.81,0.452,1,0.3862,0.142,1.2173,1,1,22,1,0,0,0,none
session_000070,2026-01-02 22:05:00,user_0018,home_feed,ios,US,8,item_0049,artist_002,abstract,132.12,42.77,0.2859,1,0.2251,0.2318,1.104,1,1,3,0,0,0,0,none
session_000071,2026-01-02 20:36:00,user_0020,home_feed,android,NL,0,item_0086,artist_027,modern,112.73,30.04,0.6337,1,0.95,0.0825,1.5403,1,1,29,1,0,0,0,none
session_000071,2026-01-02 20:36:00,user_0020,home_feed,android,NL,7,item_0091,artist_019,portrait,60.43,26.16,0.2769,1,0.2695,0.1248,1.1284,1,1,10,0,0,0,0,none
session_000072,2026-01-02 12:28:00,user_0023,home_feed,web,GB,5,item_0154,artist_029,landscape,125.99,57.14,0.8596,1,0.3862,0.1535,1.1611,1,1,13,0,0,0,0,none
